"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2018M09","Denmark","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","4.8",""
"2018M09","Denmark","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","4.9",""
"2018M09","Denmark","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","10.3",""
"2018M09","Denmark","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males",":",""
"2018M09","Denmark","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females",":",""
"2018M09","Denmark","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","3.9",""
"2018M09","Denmark","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","3.7",""
"2018M09","Denmark","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","4.1",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","4.9",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","4.8",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","4.9",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","9.2",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","10.1",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","8.4",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","4.1",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","4.0",""
"2018M09","Denmark","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","4.2",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","3.3",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","3.6",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","2.9",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","6.3",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","6.9",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","5.6",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","2.9",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","3.2",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","2.6",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","3.4",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","3.8",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","2.9",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","6.1",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","7.1",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","4.9",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","3.1",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","3.4",""
"2018M09","Germany (until 1990 former territory of the FRG)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","2.7",""
"2018M09","Estonia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","5.6",""
"2018M09","Estonia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","5.6",""
"2018M09","Estonia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","5.7",""
"2018M09","Estonia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","18.2",""
"2018M09","Estonia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","20.5",""
"2018M09","Estonia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","15.8",""
"2018M09","Estonia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","4.5",""
